text	label
danny is antagonized by undercover narcotics agents ( anthony lapaglia and doug hutchison ) and sadistic dealer pooh bear ( vincent d'onfronio ) . 	0
arriving in the us with a phony passport , she was imprisoned by the ins for one year while her asylum case was being tried . 	0
spencer meets paula in a hairsalon where he is getting his hair cut . 	0
before the investigation ends , we've met boyfriends , a drug dealer , alicia's mom , hadley's dad , nurses , doctors , and an orderly . 	0
cathy ( julianne moore ) is the perfect 50s housewife , living the perfect 50s life : healthy kids , successful husband , social prominence . 	0
after she rejects him for a fellow social climber , summer g spends ten years building a hip hop empire , then moves to the hamptons where he finds the object of his affections . 	0
huh is taken into custody after kang shoots and wounds him at the scene of the crime . 	0
mariachi is recruited by sands to take out gen . marquez ( has a huge score to settle with the mariachi ) , who has major beef with mariachi to begin with . 	0
when a male friend commits suicide , he leaves all of his belongings to his friends . 	0
seymour 'sy' parrish has been doing photo development for 20 years . 	0
she'll just have to remember everything for the both of them . 	0
in addition , the detective has to deal with a serial killer who had already killed and mutilated many women . 	0
the crew traveled with the band to their homes in obninsk , russia and to their music conservatories in moscow , documenting how these two girls and five boys became so adept at playing american country music . 	0
just as he begins to suspect the movie is ruining his love life , his world is turned inside-out by a girl who just might be the modern equivalent of annie hall herself . 	0
an observation and reflection on contemporary life in the uk from a director with unique eclectic vision , a poetical attempt at defining what it is to live in this country . 	0
we see the action of the book as we see kaufman struggle to adapt it into a movie . 	0
elsa keeps her head above water through several badly paid jobs and occasional criminal offences with her friends walter , laura and toni . 	0
and then , did you ever let fear get in your way and keep you from having the person you've always wanted to be with ? 	0
stranded on hawaii , experiment #626 can't actually do much harm : water all around , no big cities and two well-equipped representatives of the galactic federation already following close behind to catch him again . 	0
they intend to bring her back to tel-aviv in order to save her life . 	0
he sabotages evan and gets the job of anchorman . 	0
this test does not measure a persons aptitude at reading writing or arithmetic . 	0
the entire town begins to look for ellen when she fails to appear at home that night . 	0
nicklas passes out , and the next day when he returns to school he notices that nobody seems to notice him . 	0
he resurfaces as a hired snoop for , earth now , a radical ecology group . 	0
his only-way-out is to create for himself a new identity franklin mann one without the doubt , pain or guilt . 	0
"sebastien cortez is an up and coming film maker who has just gotten his big break in "" the biz . "" "	0
in his way , meets prosit , a german villain on a persistant mission to find pots of gold in the superstition montains . 	0
alone in a cell , she undergoes a spiritual experience similar to that of the great mystics . 	0
this movie shows the intense life of this character ; not only focusing in the robberies , but also in the reasons that pushed him into acting the way he did . 	0
one by one , his friends are deserting his annual pilgrimage to the wisconsin state high school hockey tournament , forcing him to confront some harsh truths about his bizarre obsession . 	0
a slick new york publicist ( farrell ) who picks up a ringing receiver in a phone booth is told that if he hangs up , he'll be killed . . . 	0
nothing works until jonathan falls for cammie giles , the ward activities director . 	0
murbah swamp beer is a documentary about an event that could only happen in australia . 	0
set in malaya during the japanese occupation in the 1940s , this film tells the story of a girl , embun , who's thrown into the forefront of the struggle against the japanese when her freedom-fighter brother , bayu , and father are detained by the japanese . 	0
documentarians weissman and weber have expertly crafted a record of a wondrous time and a wild group in the cockettes , and you won't want to miss a minute of it . 	0
a young man shares his mantra and imagines innocent beauty as he reflects upon his lonely , mundane existence . 	0
"when siti starts her "" siapa mr cinderella "" show , kumin is among the hundreds of fake mr cinderella that participates in the show to collect the reward . "	0
as things become increasingly more complicated in the small community , the walls around father amaro begin to crumble . 	0
his family decides to go back on a holiday to india for 2 weeks , when tina discovers the truth about pooja's e-mails , they decide together that tina will play along with the charade . 	0
kilo decides to learn how to prosper in the drug world and his new life as a dealer begins . 	0
but does she realize , that this version of francis , douglas and henry is in reality her grown up son alan ( timothy bottoms ) . . . ? 	0
"the company offered "" ice in an hour "" delivery and ice-related accessories , like tongs , buckets and gourmet ice . "	0
together , they must battle a band of the world's most treacherous pirates , led by the cursed captain barbossa , in order to save elizabeth , the love of will's life , as well as recover the lost treasure that jack seeks . 	0
this astounding documentary puts reality tv to shame and reminds us of just how unreal that prefabricated situation-based dreck really is . 	0
his dog is missing and he suspects the people at work might be behind it . 	0
carmen and juni cortez team up with two other spy kids , gary and gerti giggles , and together they must save the world from the hands of an evil scientist named romero ( buscemi ) . 	0
as he chases the elusive bounty hunter , jango ( and his cloned son boba ) leads obi wan to geonosis , where he meets count dooku and finds a startling revelation about the former jedi . 	0
tired , bruised and out of breath , they finally free the professor and arrive at the temple of faramundi scant minutes before gallo and his men . 	0
by the time their power struggle is finally resolved , both bob and the assistant learn that neither one of them is really in charge . 	0
a greek film maker ( the narrator ) has his film banned by the military government in his own country . 	0
as his agent pushes him to be bigger , and valerie , the bakery owner , adds a surprise of her own , stan begins to strain under the pressures of mass production while simultaneously trying to create hand painted masterpieces . . . 	0
tension mounts , and as the cops arrive , morgan is growing impatient . 	0
it is as if he has suddenly discovered his love of fatherhood . 	0
ben's rock-solid , promising future and romance with amy are turned upside-down with the arrival of madison bell . 	0
the republic of vermont lasted from 1777-1791 when it became the 14th state . 	0
west has now identified an electrical phenomenon # the nee # which is discharged from the brain at the moment of death . . . and which may be the 'missing link' in his studies : if the nee is re-injected into a re-animated corpse , it should restore the 'subject' to full 'reason' . . . 	0
it is unclear on how he contracted the virus . 	0
twenty years later , much of the world has been scarred by the beast and its offspring . 	0
after a drastic confrontation with the 'normal' outside world that results in fighting and panic , the group breaks up . 	0
despite the sympathetic overtures , rachel is convinced things aren't what they seem and suspects her baby has been abducted . 	0
this definitely delivers a remarkable mixture of explosive drama with wickedly ironical humor as you follow this eclectic story surrounding this tide-dyed , free spirited couple's showdown with a mysterious faberge' egg and a seedy , well-woven cast of criminals that will both trill and amuse . 	0
when stevie meets neil on the day he comes to deliver her brand new kitchen , it's already too late for love at first sight . 	0
at his request , she puts him to death to end his suffering and is subsequently charged with murder . 	0
if they get caught cheating again stark will make a note in their permanent records and possibly kill their chances of getting into college . 	0
in a letter to winston churchill , king explains their intention to invade france and fight the germans . 	0
but when she escapes a horrific car accident , she finds herself in death's path of destruction . 	0
during the heist , the kids overcome high-tech security systems , guard dogs , and a nasty head of security to get to a bank vault suspended 100-feet above ground . 	0
her all-star cast including nina hartley , kylie ireland , brooke hunter and more , peek at their highest performance levels . 	0
it would seem that nothing is capable of distracting scotty johns from working on his much-anticipated second book . 	0
chotte wants to be medium , while medium wants to be bade and bade has nowhere to go except to hold on . 	0
lydia , marco's girlfriend and a bullfighter by profession , has been gored and is in a coma . 	0
what begins as a friendly 'extreme' week long camping trip goes from a warm 'big chill' into a chilling 'deliverance' as old wounds unsurface , passions rise and personalities unravel . 	0
shaun brumder is a local surfer kid from orange county who dreams of going to stanford to become a writer and to get away from his disfunctional family household . 	0
the story is about a woman who works in some sort of facility and one night while she is on late shift the computers go crazy because they have been possesed by a spirit . 	0
a mafia don ( om puri ) dies and leaves behind such a will which starts an unending war between guru gulab khatri ( akshay kumar ) , don's son-in law and vikrant ( rahul dev ) , don's only son . 	0
"when the predatory couple manipulates a "" legal "" real estate transaction that turns into a hostile possession of the manor house , he temporarily loses his mind , leaving his family but not the farm . "	0
he initially flounders in his new world , before realizing that it takes more than talent to reach the top . 	0
little do they know but help is on the way and this friday will get freaky ! 	0
~a contract brings them together in bucharest : a rigged attack on a romanian general standing for election , an attack during which they will let themselves be killed . 	0
they live in a poor village in the soviet union , fantisizing about a better life . 	0
loonies is a film with light-hearted and cheeky humour that , in a moving way , takes us into the pleasantly disturbed world of five somewhat romanticised psychiatric patients . 	0
they start an in-depth investigation of a doctor chu , who is shin-hyun's psychiatrist . 	0
they will try to find hanareh , a singer with a magic voice who crossed the border and may now be in danger in the iraqi kurdistan . 	0
mitch doesn't particular like the idea , especially working with his new partner trey sellars ( eddie murphy ) , a cop who spends much of his time mugging for the cameras mounted inside the car he shares with mitch . 	0
he presents himself to be a rich boy , fool her and romance with her . 	0
bret packard is rich , famous , good-looking , and set to win his fourth championship ring . 	0
desmond doyle is devastated when his wife abandons their family on the day after christmas . 	0
however , when a search sets in , the people of dogville demand a better deal in exchange for the risk of harbouring poor grace and she learns the hard way that in this town , goodness is relative . 	0
cul de sac is a story about a man who tries to end his life unsuccessfully . 	0
fearing that bobby is drifting away from him , nicholas takes a chance and kisses him . 	0
when wei is promoted from the rank of nightclub parking valet to the rank of debt-collector in brother gu's gang , he persuades his boss to hire jie to work alongside him . 	0
she soon finds out it's hard to get to know him , or even to get nearby him ! 	0
bereft at the loss of their parents and disillusioned with the law , the sisters turned professional assassins , killing criminals for other criminals . 	0
when tony takes her on a private cruise from greece to italy , amber is unimpressed at this impromptu no-frills vacation , and takes out her anger on the ship's first mate , giuseppe ( adriano giannini ) . 	0
when he dumps her , the whole building turns on him . 	0
the cia wants the twin to finish a project his brother was working on . 	0
they are known as masters of the runaway art . 	0
sure to stir up some controversy , callous sentiment is a true depiction of how violence can affect ones psyche . 	0
nicholas , his sister and mother venture to london to seek help from their uncle ralph , but ralph's only intentions are to separate the family and exploit them . 	0
a young man is found bruised , beaten and stumbling down a secluded road . 	0
the one obstacle he isn't expecting is the screenwriter's assistant , screenwriter 4 . 0's animated helper who's annoyed bob left her to sit around so long . 	0
they all collide during the course of a typical no thrills weekend an urban fairy tale-romantic comedy , in which nola , an aspiring songwriter , leaves an abusive kansas home and journeys to new york to find her biological father . 	0
in exchange for commuted sentences , they are sent on a covert mission to cuba in order to rescue a jailed female political prisoner on the island . 	0
a young rebell oversteps the boarder between stage and life on the trail of francois villon . 	0
on the set he meets movie star and ex-cello-player inga ( fabienne babe ) - and the experience is bizarre spirited uplifting a com&#233 ; die humaine . 	0
he arrives in the small welsh town , unsettling the life of his ex-lover ( redgrave ) while inspiring his newfound daughter to follow in his footsteps with a musical career of her own , against the wishes of her mother . 	0
his religious devotion to the work is challenged however , when his best friend and personal mentor is run down by an irate motorist and knocked into a deep coma . 	0
sam leads the kids in a running battle with the gunmen throughout the school . 	0
edi is severely punished for that but he accepts his fate taking care of the girl's child . 	0
in 1999 , after one of their husbands became ill with leukemia , the women came up with a more commercial concept : discreet photos of these bare wi lasses . 	0
when gene returns , lillian finds herself caught in the middle of a triangle . 	0
once the transformation is complete , he's ready to take on the evil perpetrators of operation whitewash--mr feather , penelope snow aka white she devil , and , ultimately , the man . 	0
as the story unfolds , blake realizes that the master seduces young devotees including melinda and ariel into ritualistic acts of sex . 	0
in converging with angels , a world-weary sex worker ( dylan thomas ) impulsively takes in a drunk , fragile young woman who is in distress ( allison campbell ) , hoping to force some measure of redemption in a life that is financially comfortable , but morally and spiritually bankrupt . 	0
ploddy and his policeman rikhard set out to find the thieves - but it turns out to be both difficult and challenging ! 	0
documentary-style drama showing the events that lead up to the tragic incident on january 30 , 1972 in the northern ireland town of derry when a protest march led by civil rights activist ivan cooper was fired upon by british troops , killing 13 protesters and wounding 14 more . 	0
using every means necessary-manipulation , extortion , blackmail-they brought the kingpins of the record industry to their knees , creating a network that controlled top 40 airplay across the country . 	0
"the only problem is that "" the tooth fairy "" is getting inside information about graham and his family from none other than dr . lecter . "	0
the life story of the late graham chapman , legendary founding member of monty python . 	0
as debby tries to parlay what was essentially a casual fling into possible marriage with an indifferent rick , her mother virginia wonders if her affair with widower nick is the real thing . 	0
they have 3 weeks until the next full moon to find the madman , but an innocent blind woman has found him first . . . 	0
deep in the northwest , there is a lone ranch tucked away so purposefully , the only way to find it is by not looking . 	0
jude law co stars as a hit man hired to kill sullivan . 	0
betting xxx can succeed where other conventional spies have failed , gibbons sends xxx to enter this world of crime undetected , using his natural athletic prowess and a whole lot of attitude . 	0
he soon escapes and runs into a woman who has recently had a car accident and is suffering with amnesia . 	0
he explains that her dream place can be everywhere , even within this rotten shack . 	0
a team of scientists is recruited in a crash project to send a ship and bomb into the center of the earth to prevent the catastrophe . 	0
he is almost to school when a red neck attacks him . 	0
nicklas lives a pretty normal teenage life , until one day , not far from graduation , when a gangster from his school beats him up . 	0
gary oldman plays as a dwarf brother to a normal-sized matthew mcconaughey . 	0
during the process of the post-crash discussion , the attorney accidentally drops the papers he needs to present in court . 	0
together they find out , much to their horror , that all the housewives are strangely blissful , and somehow . . . 	0
until now , zak gibbs' greatest challenge has been finding a way to buy a car . 	0
in the partnership , israeli settlers arrange permits from the israeli military , allowing palestinians to work from the area k beach . 	0
their marriage turns into a downward spiral where she works at a local strip club and starts having an affair with her husbands best friend , freddy . 	0
people move along the street immersed in the flow of day-to-day events . 	0
the story of ray , a personal injury attorney facing a moral and spiritual crisis . 	0
a man ( phillipe ) awakens in a hospital not recalling the last two years as he begins to find out things from his past he discovers his ability to move from the year 2002 to the year 1999 . 	0
but when sy begins spying on the yorkins , he begins to feel that he wants to be in the yorkin's life . 	0
after two years seperated , they are mysteriously joined together to solve a case on spooky island . 	0
on the way there , he sees a sports car that just hit a tree . 	0
who knows what may be down the next block , or what lies in store for gigi at the end of the walk ? 	0
"a mythic motorcycle tale of father and son "" , this is the story of manuel galloway ( fishburne ) , also known as "" the king of cali "" , the president of a motorcycle club whose members are all african-american men , mostly white-collar workers who exchange their suits and ties at night and on weekends for leather outfits and motorcycle helmets . "	0
as a young teenager , he finds out who his father is . 	0
mysteriously , she can see her wise , grandfather-like angel . 	0
to worsen things , during the holidays aksel gets teamed up with the two girls , fatima and annika , to perform a song to the local youth club's song contest , melodi grand prix . 	0
soon she grows increasingly wary about the motives of every man with whom she has contact--and about her own . 	0
sam decker ( dolph lundgren ) is giving up . 	0
clerick john preston ( bale ) is a top ranking government agent responsible for destroying those who resist the rules . 	0
in order to preserve her art and also herself , beyond death , for all posterity , she has herself cloned . 	0
in 1959 , berry gordy jr . gathered the best musicians from detroit's thriving jazz and blues scene to begin cutting songs for his new record company . 	0
for carlos - who has been challenged by his mentor to rework a superficial comic strip into something with depth and substance - running the store is the last thing on his mind . 	0
he must fend off beings that seek to gain control over the mysterious black mass . 	0
harry , a world-weary career criminal masquerading as a priest , takes to the road with escaped convict nate and his jailbait girlfriend angel . 	0
the story of ned kelly , who formed the notorious kelly gang with his brother dan and two other men . 	0
ricki ( jennifer lopez ) , a gorgeous , free-spirited female gangster is sent to assist gigli with the kidnapping because his boss does not think that gigli is up to the job . 	0
although the dogs seemingly have it in for ted , he decides to keep the dogs and race them in the local race , the arctic challenge , spiting a mountain man ( played by james coburn ) who wants the dogs . 	0
those who love him today risk being heartbroken tomorrow . . . 	0
when the popular , restless landon carter is forced to participate in the school drama production he falls in love with jamie sullivan , the daughter of the town's minister . 	0
davey stone , a 33-year old party animal , finds himself in trouble with the law after his wild ways go too far . 	0
also , a conservative judge and the attorney general become suspicious of his early release and it's relation to the murdered prisoner . 	0
the film is about a boy ( justin long ) who locks himself in the bathroom to work out math equations on the shower wall . 	0
shy san franciscan zoe is a twenty-something love-starved animator who spends countless hours listening to kxch cherish radio , losing herself in a syrupy romantic fantasy of '70s and '80s pop songs . 	0
the killer is getting closer , revealing more and more of his madness . 	0
set against the bright lights of manhattan , a tale which takes a comic , urbane look at the modern male ego at war in the singles scene trenches . 	0
but then the crew detects a break-in on their computer systems , and picard is captured by the romulans because shinzon needs him as his only matching supplier of genetic material . 	0
for years he has been happy here , content and prolific , but now he is at odds with his work and is unable to paint . 	0
when he tries to grant everybody what they want , turmoil ensues . 	0
a three part documentary series that explores a unique rehabilitation program for repeat offenders and gang members . 	0
considering his profession could be a very dangerous occupation . 	0
they must begin a journey , avoiding the mysterious detective mr barlow and the terrifying inhuman jack , to uncover the dark truth to charlie's life . 	0
and if she's lucky , she may find love along the way . 	0
the movie details the experiences of 'peter pan' author j . m . barrie , which lead him to write the children's classic . 	0
but emile's past is sometimes more familiar and immediate than the world before his eyes . 	0
the good-hearted harbour has spent his whole life trying to take care of his motherless and suicidal little brother , wilbur . 	0
but when his reputation is challenged by an aggressive racer with a fast ride , he can't back down . 	0
as his clients become more frantic and demanding , ray begins to unravel , questioning the morality of his profession . 	0
he decides that he must think of a plan that will hit the bank where it hurts the most - in its safe where all the money is kept . 	0
"believing that he is the "" world's greatest swordsman , "" juan antonio merrily accepts the challenge until he learns that the duel will be fought with pistols , not swords . "	0
an un-relentless action film that will attract , through word of mouth , all those hooked on gaming on their pc's and drag them back into the cinema auditoriums . 	0
a senior at an elite college ( katie holmes ) , already under severe pressure to complete her thesis and land a prestigious job , must confront the sudden reappearance of her old boyfriend ( charlie hunnam ) , after his two year , unexplained absence . . . 	0
together they flee to the city of hamburg and smuggle with them what used to be the greatest export of the vikings , an icelandic falcon . 	0
puzzled , he turns for help from a private cyber detective . 	0
this romantic comedy , described as an african-american when harry met sally . . . , centers on a romance between an a&#38 ; r exec , dre ( diggs ) , at a hip-hop label and a magazine editor , sidney ( lathan ) , who have known each other since childhood . 	0
dr . kanna &#38 ; rupi are childhood lovers and made for each other . 	0
he has to rescue them and save new york city from an imminent nuclear terrorist act . 	0
kill , threaten , kidnap , maim , murder , steal . . . 	0
with grit and determination molly guides the girls on an epic journey , one step ahead of the authorities , over 1 , 500 miles of australia's outback in search of the rabbit-proof fence that bisects the continent and will lead them home . 	0
"kyle goes back to darkness falls to face his past , and the woman in the porceline mask ( aka the tooth fairy ) chance barron , a has-been "" cock-rock "" front-man , has wasted nearly eight years of his life working a dead-end job at softwipe incorporated , the world's second largest manufacturer/distributor of double-plied toliet paper , but things change drastically for mr . barron when he receives a mysterious watch which counts down the number of days he has left to live . "	0
during lunch , michael , plays his well-used race card to make victoria uncomfortable . 	0
she gets quite curious about this man , who is not like anyone she's ever met before . 	0
one night , tobias knifes his father in the back , and escape to switzerland . 	0
now he's back in the park where he used to meet her . . . 	0
he falls in love with a village girl , ayu , who has just arrived in the city after being betrayed by her boyfriend . 	0
the story is set during the american revolution in the late 1700's , when america fought for it's independence from britain . 	0
his life is a whirl of seedy bars , seedier girlfriends and a wife two towns away . 	0
hot on the trail of the principle villains , bond travels to iceland where he experiences at first hand the power of an amazing new weapon before a dramatic confrontation with his main adversary back in korea where it all started . . . 	0
"when their less-than-stunning female forms earn them an invite to a "" dog catcher "" party at their old frat , they decide to brave the harassment so they can grab the rest of their belongings from the house and make a clean break . "	0
then one night when he's up in his mom's loft , a dead famous comedian appears who tells pauly to kill himself cause he'll go down as a comedic genius who died before his time . 	0
but billy still has memories of a wife who cheated on him . 	0
can the three girls see their planning and plotting bear fruit or is their master plan doomed ? 	0
however a school teacher warned the train , so the gang and all the others in the pub ended up in a shootout with scores of policemen . 	0
in flashbacks that parallel his investigation , we see alicia , a scholarship girl worried about her grades , gradually pulled into the social life of three rich and amoral young women , led by the blond hadley , a femme fatale . 	0
the film tells a story of two scrap pickers - the title hero edi and his friend jureczek . 	0
in the 1800's there was a woman that little children would take their old teeth ( ones they had recently lost ) to in exchange for a gold coin . 	0
her mother's friends , who formed a secret society , the ya-ya sisterhood , as children , kidnap siddalee from her new york apartment and take her home to louisiana , where they explain why her mother mistreated her with help from the secret ya-ya scrapbook ( and copious flashbacks ) . 	0
frank's newest transport seems no different from the countless ones he's done in the past . 	0
it is zuckerman who stumbles upon silk's secret and sets out to reconstruct the unknown biography of this eminent , upright man , esteemed as an educator for nearly all his life , and to understand how this ingeniously contrived life came unraveled . 	0
"one day , his own name arrives in the "" perpetrator "" chute , and the precogs predict that he will kill a man he never knew in less than 36 hours . "	0
amongst these are a middle-aged couple who met through the classified ads in a newspaper , a call-girl who keeps her daughter and her sister , a retired actor , an ex-football player , and a janitor who suspects that his adopted father , whom he dreams about every night , is his real father . 	0
they find themselves competing for not only the press' attention , but also the focus of their shared lawyer , the suave billy flynn . 	0
sam and ash become good friends as they fight to save celebi from the new team rocket villain , the iron-masked marauder and his darkball , which turns pok&#233 ; mon evil and augments their powers to the maximum . 	0
the baby that is the anti-christ is switched at birth . 	0
"the ensuing road trip packs even more slapstick and locker room humor into an "" already-bursting "" movie . "	0
their only resources , tenacity , determination , ingenuity and each other . 	0
his mother wants a normal life for herself and finnigan . 	0
it prevents her making physical contact with other people . 	0
he checks into a rehab clinic that specializes in treating law enforcement officials . 	0
alice is a cleaning lady at the nearby hospital and she sells the books that the patients leave behind . 	0
the tabloids go crazy for the new girl on the cell block , and roxie finally becomes a star . 	0
since all her architects are either busy otherwise or too conservative in style , this ambivalent honour falls to numerobis . 	0
immigrant worker tobias horvath gets up at 5 : 00 a . m . , washes , shaves , has some breakfast , and runs to the main square . 	0
"he has been hired by an american known only as "" wall street "" ( see rule two ) to make a delivery , but when frank stops along route , he notices his "" package "" is moving . "	0
these were the first boats to perform deterrent patrols in the history of the navy , and they did it during some of the most crucial moments of the cold war including the 1962 cuban missile crisis . 	0
engine and ladder company members talk about the day of the attack , how those events have affected their lives and most importantly pay tribute to their fallen fellow firefighters . 	0
the film shows the relationship of the couple in love mid hope , difficulties , and misencounters in a beautiful and violent metropolis . 	0
warren is the outrageous gay hairdresser , alex the shy assistant , steven - the smarmy client and gary , the photographer on the verge of a nervous breakdown . 	0
pitted against steroid-taking competitors and the biggest sports-nutrition company in the world , he is up against odds and enemies who want to destroy him . 	0
a group of british students enbark on summoning spirits on a ouija board after a night of clubbing . 	0
although rampant unemployment , alcoholism and domestic violence are the norm for many reservation inhabitants , rudy has largely escaped this cycle of despair . 	0
jackson , a cute , lanky , blue-haired poet who works in a record store , is at the center of everett lewis' twisted black la comedy . 	0
his mother demands that he quickly make up for the lost money by committing an ill conceived and dangerous robbery . 	0
but he strongly believed testing was needed for all actors &#38 ; actresses in the porn industry . 	0
this compelling undercover documentary is not for the faint of heart , taking you deep into a world where very often pain and blood are the price of glory . 	0
mitch ( michael paloma ) , our leading man , is an ex-desert storm hero with a lot of bad luck . 	0
the angel has already gotten to her and taken her into hiding . 	0
once they begin towing the ghost ship towards harbor , a series of bizarre ocurrences happen and the group becomes trapped inside the ship , which they soon learn is inhabited by a demonic creature . 	0
passionada is the story of three generations of portuguese women in the fishing community of new bedford , ma . 	0
after baptizing their amnesiac boy-toy chris , the infamous pair takes him on a grand tour of their wild nightlife frolic , their spontaneous media extravaganza and their dazzling diva lifestyle in order to help him find his identity and his way home . 	0
while on vacation in italy , frances mayes ( lane ) buys a villa in the tuscan countryside and decides to begin anew . 	0
a young boy has been possessed so as to capture a young , beautiful girl . 	0
standing by yourself tracks the movements and daily machinations of a group of outcast friends in their strip-mall new york state hometown . 	0
he's got big plans and all the reckless passion he needs to follow them through . 	0
based on a true story , sergeant peter king ( kenneth cranham ) of the army dental corps , too old to fight , and private leslie cuthbertson ( leo bill ) , a trainee dental mechanic in the corps , are thrown together by their passionate desire to see active service . 	0
a faction of political separatists , led by count dooku , attempts to assassinate her . 	0
"forced to think fast , the producer decides to digitally create an actress "" simone "" to sub for the star--the first totally believable synthetic actress . "	0
after a couple of near-successes , they go for broke by planning an elaborate kidnapping scheme that can't miss . 	0
and it seems that the only thing that he can't do , is alter a person's free will , so if he wants her back , he has to do it the hard way . 	0
she confronts him , but the smooth talking mackenheim seduces her into a romantic dinner at his house . 	0
he stands at the window and struggles to understand why his mother will not stop smoking , even after being diagnosed with emphysema . 	0
through the looking glass is a psychological horror detailing the path of one man's obsession that culminates in madness , fear and ultimately death . 	0
chapman is on trial for a murder of latin american villagers while he was in the marines . 	0
"firefighter gordon brewer is plunged into the complex and dangerous world of international terrorism after he loses his wife and child in a bombing credited to claudio "" the wolf "" perrini . "	0
on this morning , johnny wakes to his mother's accusations that he has botched a simple scam , leaving them without enough money to payoff their inside man . 	0
"set in hollywood , "" coming clean "" is a 12 character ensemble romantic comedy about an engagement party gone wrong . "	0
her maid of honor says she's got to call off the wedding , but that proves much more difficult than expected . 	0
as the sexual revolution blossomed , and porn sub culture flourished john was the man . 	0
having arrived at hole in the wall they meet a mysterious stranger and all hell breaks loose . . . 	0
samantha is then forced to question her own place in the shark-eat-shark world of ambition and power where truth is ever elusive , enemies wear a friend's face and the stakes are nothing less than life or death . 	0
there is a knock on the door and harry forces mitchell to 'wait' in the closet , and not to make a sound . 	0
sarah , an unfulfilled , calculating wife , takes pleasure in having her voyeuristic lover watch her on video cameras that she has hidden inside the vents of her house . 	0
a film so terrifying - even the monsters are frightened ! 	0
after finishing the open examination for form 5 students and applying for an adult identity card , yoyo , eighteen , departs for london to meet a guy introduced by her well-meaning parents in britain . 	0
adrien , a former high-flying bank robber , recently released from prison and suffering from an incurable form of cancer . . . 	0
at the same time , mickey steals money from an apartment to help himself and carlos to fulfill their ambitions - with tragic consequences . 	0
ruth berman and connie kurtz first met in brooklyn in 1959 , both young married women raising their young children . 	0
in the next town over , desiree perry has returned to visit and show off her new anesthesiologist husband , reggie . 	0
"as austin chases dr . evil , mini-me and goldmember through time , he stops in 1975 to "" connect "" with an old girlfriend , detective foxy cleopatra , and requests her help to track the villains and save his father . "	0
